tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_348	MM_RS01695	264	596.934	185	82	42	72	41	36
unassigned_transcript_349	MM_RS01700	178	344	426	172	43	81	82	91
unassigned_transcript_350	MM_RS01705	210.212	816	457	282	77	152	130	178
unassigned_transcript_351	MM_RS01710	17	163	213	8	0	2	10	2
unassigned_transcript_352	MM_RS01715	0	0	0	0	0	0	0	0
unassigned_transcript_353	MM_RS01720	673.875	1714	5836	3755	175	515	770	809
unassigned_transcript_354	MM_RS01725	16	34	70	22	2	5	7	2
unassigned_transcript_355	MM_RS01730	14	35	42.001	17	6	7	9	13
unassigned_transcript_356	MM_RS01735	120	197	195	70	180	161	247	252
unassigned_transcript_357	MM_RS01740	29.04	46	42.65	23	14	23	29	37
unassigned_transcript_358	MM_RS01745	16.003	35.163	28	7	1	5	0	3
unassigned_transcript_359	MM_RS01750	3	2	9	2	1	6	1	3
unassigned_transcript_360	MM_RS01755	3	12	3	0	4	14	12	12
unassigned_transcript_361	MM_RS01760	29	43.711	34	7	61	111	168	74
unassigned_transcript_362	MM_RS01765	32	72	31	37	11.127	21	23	10
unassigned_transcript_363	MM_RS01770	88	190.758	110	103	56.873	64	27	56
unassigned_transcript_364	MM_RS01775	21	44.157	65	34	9	12	13	16
unassigned_transcript_365	MM_RS01780	6	15.005	47	29	4	8	14	17
unassigned_transcript_366	MM_RS01785	20.145	32	72	38	4	7	16	12
unassigned_transcript_367	MM_RS01790	72.709	161.306	183	83	39	51	71	109
unassigned_transcript_368	MM_RS01795	39.156	46	75	28	6	7	13	28
unassigned_transcript_369	MM_RS01800	3	14	16	8	3	3	5	8
unassigned_transcript_370	MM_RS01805	3.69	9.006	27	10	3	7	14	11
unassigned_transcript_371	MM_RS01810	23	24	45	13	0	4	9	4
unassigned_transcript_372	MM_RS01815	63.13	110.654	84.65	93.529	9.532	7.233	3.42	25.497
unassigned_transcript_373	MM_RS01820	949	2060	574	251.596	247	463	57	111
unassigned_transcript_374	MM_RS01825	400	1127.001	1341	909	48	126	61	92
unassigned_transcript_375	MM_RS01830	13.005	39	33.004	6.019	10	23	19	43.031
unassigned_transcript_376	MM_RS01835	2714	6169.957	432	632	333	699	118	59
unassigned_transcript_377	MM_RS01840	486.934	865.033	836	536	93	157	105	114
unassigned_transcript_378	MM_RS01845	789	1160	1375	609	81	212	151	173
unassigned_transcript_379	MM_RS01850	1167	2898	3887	2511	228	545	346	476
unassigned_transcript_380	MM_RS01855	1525	2388	7179.047	2588	889	1191	2173	1909
unassigned_transcript_381	MM_RS01860	238.783	509.353	150	60	14	35	13	10
unassigned_transcript_382	MM_RS18200	3560	17608.575	35	53	476	1302	3	3
unassigned_transcript_383	MM_RS01870	208.004	286.976	739	387	32	67	75	100
unassigned_transcript_384	MM_RS01875	62.005	199	140	56	18	23	10	35
unassigned_transcript_385	MM_RS01880	167.997	248.974	217	170	175	216.383	69	546
unassigned_transcript_386	MM_RS01885	17	34.993	38	31	1	10	0	6
unassigned_transcript_387	MM_RS01890	146.858	323.861	132.982	95	39	74	27	72
unassigned_transcript_388	MM_RS01900	83.693	113	115.001	58	34	52	36	44
unassigned_transcript_389	MM_RS01905	1823	3273.615	1851	3513	19988	14728	69671	33458
unassigned_transcript_390	MM_RS01915	108	369	258	58	70	103	55	76
unassigned_transcript_391	MM_RS01920	84	181.998	136.999	126.999	634	2177	1309	2106
unassigned_transcript_392	MM_RS01925	20.162	14.577	0	0	0	0	0	0
unassigned_transcript_393	MM_RS01930	416.944	454.854	233.938	148.26	812.248	2472.284	458.421	1938.726
unassigned_transcript_394	MM_RS01935	445	850	418	180	81	183	122	160
unassigned_transcript_395	MM_RS01940	250	693.873	378	296	84	158	83	114
unassigned_transcript_396	MM_RS01945	101.343	260.846	132.446	95	16	55	27	38
unassigned_transcript_397	MM_RS01950	837	2846.956	465.999	582	390	1213	230	443
unassigned_transcript_398	MM_RS01955	217.911	582.095	732.885	186	23	54	31	38
unassigned_transcript_399	MM_RS01960	461	1520	804	2209	80	337	158	168
unassigned_transcript_400	MM_RS01965	340	1372	726	427	218	488	265	324
unassigned_transcript_401	MM_RS01970	94	272.999	164	100	32	127	61	75
unassigned_transcript_402	MM_RS01975	235	705.001	447	380	78	184	159	108
unassigned_transcript_403	MM_RS01980	86	219	198	76	21	105	35	61
unassigned_transcript_404	MM_RS01985	63	176.019	44	11	18	41	3	5
unassigned_transcript_405	MM_RS01990	90	177	82	34	52	79	14	29
unassigned_transcript_406	MM_RS01995	54	87.235	19	18	23	58	18	32
unassigned_transcript_407	MM_RS02000	132	273	158	111	43	88	62	97
unassigned_transcript_408	MM_RS02005	298.889	681.052	668.976	226	89	156	139	179
unassigned_transcript_409	MM_RS02010	278.346	411.939	745.888	568	22	55	76.934	79
unassigned_transcript_410	MM_RS18205	4	20	34	23	1	2	0	2
unassigned_transcript_411	MM_RS02015	122	231.997	269	230	14	55	29	61
unassigned_transcript_412	MM_RS02020	129	208.167	746	518	26.999	75	121	171
unassigned_transcript_413	MM_RS02025	366.009	571.063	1943	1015.284	135.112	198.888	657	832.925
unassigned_transcript_414	MM_RS02030	200.005	251.272	84	81	121	206	102	83
unassigned_transcript_415	MM_RS02035	173	408	437	254	85	209	166	154
unassigned_transcript_416	MM_RS02040	1857.458	3483.999	2827.013	1604	145	457	309	159
unassigned_transcript_417	MM_RS02045	88.887	241.879	122.001	49.989	29	58	63	62
unassigned_transcript_418	MM_RS02050	122.043	314.588	330	190	28	39	23	33
unassigned_transcript_419	MM_RS02055	440	1064.208	782	687	80	156	76	88
unassigned_transcript_420	MM_RS02060	460.809	1177.621	1010	998	51	143	105	136
unassigned_transcript_421	MM_RS02065	206	484.31	156	82	74	181	61	95
unassigned_transcript_422	MM_RS18210	0	0	0	1	0	2	7	2
unassigned_transcript_423	MM_RS02070	229.703	410	743	816	167	200	112	204
unassigned_transcript_424	MM_RS02075	8495.904	37515.693	8803.857	21199.546	3934.558	15959.111	4927.18	11853.802
unassigned_transcript_425	MM_RS02080	8541.467	9459.032	44255.452	19040.158	496441.354	435364.506	549418.662	624044.058
unassigned_transcript_426	MM_RS02085	0	0	0	0	0	0	0	0
unassigned_transcript_427	MM_RS02090	214.214	837.993	1154	697	381	403	327	605
unassigned_transcript_428	MM_RS02095	484	1094.797	546	286	73	167	109	167
unassigned_transcript_429	MM_RS02100	16783.999	15232.993	2315	806	4702	5403	414	311
unassigned_transcript_430	MM_RS02105	4085.905	5082.001	675	437	1102	1849	140	128
unassigned_transcript_431	MM_RS02110	4505.468	4966.633	785.526	334.683	546.048	1154.051	44.886	69.548
unassigned_transcript_432	MM_RS02115	69.439	129.036	161.379	99	21	28	37	43
unassigned_transcript_433	MM_RS02120	183.067	233	181.998	126	45	87	36	73
unassigned_transcript_434	MM_RS02125	0	8.834	1.004	1.004	1.001	2.007	0	0
unassigned_transcript_435	MM_RS02130	25.278	70.453	178.189	86	5	9.25	25	18.357
unassigned_transcript_436	MM_RS02135	56.942	67.276	398.875	75.812	11.66	14.901	14.702	39.478
unassigned_transcript_437	MM_RS02140	507	891.262	1347.5	457	89	167	140	212
unassigned_transcript_438	MM_RS02145	256.126	399.493	979.534	409.691	165.664	253.509	212.065	643.211
unassigned_transcript_439	MM_RS02155	173.059	369.805	351.062	150.854	39.929	99	93	131.617
unassigned_transcript_440	MM_RS02160	5.59	20.675	0	3.19	0	2.451	1.038	2.847
unassigned_transcript_441	MM_RS02165	29.023	117.496	56	35	2	12	18	16
unassigned_transcript_442	MM_RS02170	64.722	104.562	139.811	49	17	26.75	24	32.643
unassigned_transcript_443	MM_RS02175	165.435	286.569	181.914	132.444	27.473	103.512	57.298	87.374
unassigned_transcript_444	MM_RS02180	25.327	35.207	20.449	16.38	26.02	39.021	31.519	59.924
unassigned_transcript_445	MM_RS02185	34	46	98	45	5	15	9	21
unassigned_transcript_446	MM_RS02190	183.709	324.948	497.475	158	69	140	111	174
unassigned_transcript_447	MM_RS02195	531.92	537.534	416.967	140.354	34	87.509	33	77.897
unassigned_transcript_448	MM_RS02200	36.615	78.512	25.022	28.743	69.931	160.47	136.557	112.681
unassigned_transcript_449	MM_RS02205	297	736	412	1513	36	105	84	126
unassigned_transcript_450	MM_RS02210	139	342.548	718.001	389	34	79	81	158
unassigned_transcript_451	MM_RS02215	259	773	723	746	10	45	23	43
unassigned_transcript_452	MM_RS02220	80.979	230.232	112.145	27	25	33.005	16	44
unassigned_transcript_453	MM_RS02225	34	64.057	53	13.037	9	21	16	35
unassigned_transcript_454	MM_RS02230	36	96.219	62	21	5	24.914	18	33
unassigned_transcript_455	MM_RS02235	77.823	199.124	82.211	26	15	20	8	27
unassigned_transcript_456	MM_RS02240	1	10	13.995	1	2	2	1	0
unassigned_transcript_457	MM_RS02245	8	17	8	1	5	11	1	5
unassigned_transcript_458	MM_RS18770	0.934	5	1	1	0	0	0	0
unassigned_transcript_459	MM_RS02250	13	62.203	21	3	1	0	2	6
unassigned_transcript_460	MM_RS02255	6	19	11	3	3	1	0	6
unassigned_transcript_461	MM_RS02260	87.254	155	117	162	49	73.958	44	86
unassigned_transcript_462	MM_RS02265	253.194	425.584	201	187	102.02	170	128	165
unassigned_transcript_463	MM_RS18215	8	2	4	3	0	5	9	7
unassigned_transcript_464	MM_RS02270	51	57	63	44	26	95	45	94
unassigned_transcript_465	MM_RS02275	29	34	40	14	8	16	10	18
unassigned_transcript_466	MM_RS02280	124.18	315.114	308.061	93	185.32	344	226	504
unassigned_transcript_467	MM_RS02285	194	387	1039.022	526	82	154	212	186
unassigned_transcript_468	MM_RS02290	324.761	569	1214	580	89	200	290	393
unassigned_transcript_469	MM_RS02295	168	456	1402	986	59	118	306	240
unassigned_transcript_470	MM_RS02300	254	419.986	781	148	23	49	45	68
unassigned_transcript_471	MM_RS02305	28	268	199	105	7	36	16	37
unassigned_transcript_472	MM_RS02310	207	249.949	685	515	14	45	56	84
unassigned_transcript_473	MM_RS02315	91.009	224.809	531	270	37	58	65	159
unassigned_transcript_474	MM_RS02320	37.019	74.252	520	457	15	24	174	286
unassigned_transcript_475	MM_RS02325	196	211	118.999	64	25	40	22	24
unassigned_transcript_476	MM_RS02330	27	45	76	26	11	14	5	7
unassigned_transcript_477	MM_RS02335	44.24	62.594	71.005	20	23	97	6	59
unassigned_transcript_478	MM_RS02340	275.158	487.739	1296.22	597.765	407.746	566.436	553.345	1615.117
unassigned_transcript_479	MM_RS02345	2957	3296	2003	654	424	995	313	398
unassigned_transcript_480	MM_RS02350	179	642.498	791	289	113	417	207	370
unassigned_transcript_481	MM_RS02355	1657	2950	1333	1034	191	263	286	153
unassigned_transcript_482	MM_RS02360	467	616.518	727	815	181	507	321	351
unassigned_transcript_483	MM_RS02365	507	779.028	644.35	536	174	323	286	318
unassigned_transcript_484	MM_RS02370	196	356.998	2416	711	141	300	740	750
unassigned_transcript_485	MM_RS02375	392	865.007	4674.999	1971.001	88	272.064	304	442
unassigned_transcript_486	MM_RS02380	211	782	808	349	41	149	90	105
unassigned_transcript_487	MM_RS02385	2091	3080.849	977.75	355	2149	2152	428	1592
unassigned_transcript_488	MM_RS02390	280.008	380.561	1004.901	273	101	121	192	182
unassigned_transcript_489	MM_RS02395	106	241	432	271	19	82	21	60
unassigned_transcript_490	MM_RS02400	2884.626	4898.239	4599	6679	593	942	854	1076
unassigned_transcript_491	MM_RS02405	889	1503	1416	1195	136	259	189	194
unassigned_transcript_492	MM_RS02410	308.528	667.351	698.467	262	29	56.977	63	87
unassigned_transcript_493	MM_RS02415	75	122.391	181	68	20	29	32	33
unassigned_transcript_494	MM_RS18220	230.373	627.86	355	236	10	27	16	18
unassigned_transcript_495	MM_RS02420	70.001	111	89	34	14	44	11	20
unassigned_transcript_496	MM_RS02425	34.618	54.508	62	26	17	14	30	38
unassigned_transcript_497	MM_RS02430	3882	16180.23	12284	20893	948	2319	2382	2649
unassigned_transcript_498	MM_RS02435	23	59	41	13	54	70	21	117
unassigned_transcript_499	MM_RS02440	103	172.342	166	78	22	51	36	36
unassigned_transcript_500	MM_RS02445	173	346	235	108	177	296	111	156
unassigned_transcript_501	MM_RS02450	2605	6939.474	4201.828	3096	115	382	141	218
unassigned_transcript_502	MM_RS02455	186.138	481.867	254.866	90.192	42	105	33	89
unassigned_transcript_503	MM_RS02460	216	402	199	163	60	139	25	64
unassigned_transcript_504	MM_RS02465	308	610	469	214	89	267	161	185
unassigned_transcript_505	MM_RS02470	51	73.258	308	67	31	132	109	215
unassigned_transcript_506	MM_RS02475	220.008	236.995	990	329	47	144	265	284
unassigned_transcript_507	MM_RS02480	107	635	464	295	59	103	262	210
unassigned_transcript_508	MM_RS02485	217	386	217	637	10	36	45	34
unassigned_transcript_509	MM_RS02490	317	433	296	921	5	74	75	68
unassigned_transcript_510	MM_RS02500	18	118	124	16	4	27	7	21
unassigned_transcript_511	MM_RS02505	376.948	1041	835	1780.888	119	377	264	511
unassigned_transcript_512	MM_RS02510	12.191	24	170	37	1	2	10	13
unassigned_transcript_513	MM_RS02515	122	361.93	510	140	25	100	26	55
unassigned_transcript_514	MM_RS02520	52.173	124	81	24	16	15	10	17
unassigned_transcript_515	MM_RS02525	165	251.919	281	249	58	132	239	217
unassigned_transcript_516	MM_RS02530	209.066	424.995	450	292	154	321.423	247	321
unassigned_transcript_517	MM_RS02535	337.128	578.833	524	449.965	143	292	311	226
unassigned_transcript_518	MM_RS02540	570.859	1399.977	1753	1301	159	334	353	270
unassigned_transcript_519	MM_RS02545	343	829	583	339	89	223	184	192
unassigned_transcript_520	MM_RS02550	544	1203.992	979	521	57	178	179	207
unassigned_transcript_521	MM_RS02555	165	252	135	121	132	249	121	180
unassigned_transcript_522	MM_RS02560	513.939	1055.595	790	648	76	148	76	113
unassigned_transcript_523	MM_RS18225	13088	21107	8159	4747	750	1342	935	1009
unassigned_transcript_524	MM_RS02565	52	289.014	74	44	16	24	4	16
unassigned_transcript_525	MM_RS02570	466.461	1250.564	424.754	193	81.985	156	37.999	100
unassigned_transcript_526	MM_RS02575	57403.01	89540.449	56373.948	10091	5262	11780	12234	4877
unassigned_transcript_527	MM_RS02580	244	476	1244	246	33	86	179	146
unassigned_transcript_528	MM_RS02585	434	870.999	1789	1069	90	215	260	341
unassigned_transcript_529	MM_RS02590	206.283	391.261	231	170	89	91.026	51	102
unassigned_transcript_530	MM_RS02595	174	250.823	116.203	60	37	50	47	71
unassigned_transcript_531	MM_RS02600	170	349	173	182	21	14	20	21
unassigned_transcript_532	MM_RS02605	119	243.613	162	101	6	42	19	16
unassigned_transcript_533	MM_RS02610	351.999	538.792	330	203	46	94	47	62
unassigned_transcript_534	MM_RS02615	70	163.824	130.913	62	19	55	24	38
unassigned_transcript_535	MM_RS02620	69	166.364	60	19	7	32	17	13
unassigned_transcript_536	MM_RS02625	243	505.96	140	76	21	61	31	30
unassigned_transcript_537	MM_RS02630	417	849.192	1421	1932	200	370.014	263	267
unassigned_transcript_538	MM_RS02635	198	373.523	618	700	13	23	24	46
unassigned_transcript_539	MM_RS02640	222.001	622.994	1005	1025	23	59	51	72
unassigned_transcript_540	MM_RS02645	139	480	603	298	45	156	121	211
unassigned_transcript_541	MM_RS02650	69	138	338	58	59	84	9	85
unassigned_transcript_542	MM_RS02655	14	49	16	15	48	29	22	67
unassigned_transcript_543	MM_RS02660	56	157	82	50	3	15	2	6
unassigned_transcript_544	MM_RS02665	26	87	37	20	6	12	4	6
unassigned_transcript_545	MM_RS02670	13	36.008	49.035	10	10	26	8	16
unassigned_transcript_546	MM_RS02675	152.999	322.867	161.988	68	66	112.015	42	83
unassigned_transcript_547	MM_RS02680	57.009	133.873	71.639	57	14	26	13	24
unassigned_transcript_548	MM_RS02685	85	231.825	48	19	9	23	18	29
unassigned_transcript_549	MM_RS02690	4	9	1	1	4	2	1	3
unassigned_transcript_550	MM_RS02695	381	617	253.018	219	75	246	38	96
unassigned_transcript_551	MM_RS02700	0	393.372	0	0	101.303	150.631	143.78	0
unassigned_transcript_552	MM_RS02705	75	223.373	447.048	297	42	41	87	153
unassigned_transcript_553	MM_RS02710	26.74	68.141	209	128	4	28	85	47
unassigned_transcript_554	MM_RS02715	107	120.993	613	544	24	71	122	203
unassigned_transcript_555	MM_RS02720	211	406	1097	1400	51	146	288	443
unassigned_transcript_556	MM_RS02725	314	462.999	1932	1410	34	75	186	199
unassigned_transcript_557	MM_RS02730	175	229.501	1156	1780	30	65	138	161
unassigned_transcript_558	MM_RS02735	836.467	1332.774	2141.116	2053	1941	3780	9184.999	8902
unassigned_transcript_559	MM_RS02740	998	2598	2824	14276	169	603.768	494	875
unassigned_transcript_560	MM_RS02745	572.015	680.028	733.069	247.999	116	157	130	220
unassigned_transcript_561	MM_RS02750	24	49	94	30	8	18	21	47
unassigned_transcript_562	MM_RS02755	30.999	85.545	45	21	14	27	51	28
unassigned_transcript_563	MM_RS02760	0	104.193	0	66.259	122.265	123.324	43.688	49.069
unassigned_transcript_564	MM_RS02765	65.053	67	43	22	236	249	100	88
unassigned_transcript_565	MM_RS02770	100	170.003	89	60	13	33	2	19
unassigned_transcript_566	MM_RS02775	26	63.539	13	11	8	16	6	5
unassigned_transcript_567	MM_RS02780	52	90	70	33	20	18	4	20
unassigned_transcript_568	MM_RS02785	74.864	166.112	97	69	36	67	30	60
unassigned_transcript_569	MM_RS02790	2	0	2	1	0	1	2	6
unassigned_transcript_570	MM_RS02795	98.024	164	442	181	25	46	134	126
unassigned_transcript_571	MM_RS02800	411	664	1576.999	457	88	207	393	198
unassigned_transcript_572	MM_RS02810	51	77	50.207	13	4	10	5	11
unassigned_transcript_573	MM_RS02815	45	145.492	319	149	4	10	28	20
unassigned_transcript_574	MM_RS02820	419	622	476.967	191	47	104	65	75
unassigned_transcript_575	MM_RS02825	67	152.62	103	35	19	35	40	36
unassigned_transcript_576	MM_RS02830	24	40	78	26	3	8	9	21
unassigned_transcript_577	MM_RS02835	64	103	261	113	34	89	29	85
unassigned_transcript_578	MM_RS02840	4051	7909	4190	3852	682	1478	623	601
unassigned_transcript_579	MM_RS02845	8	6	4	0	1	5	0	1
unassigned_transcript_580	MM_RS18230	115.223	988.407	125.489	101.047	26.982	31.79	32.726	5.999
unassigned_transcript_581	MM_RS02850	13	10	23	9	32	12	2	20
unassigned_transcript_582	MM_RS02855	64.78	253.842	51.001	16	3	9	12	11
unassigned_transcript_583	MM_RS17685	634	1397	1477	674	32	112	30	65
unassigned_transcript_584	MM_RS18775	20	20	12	7	13	13	1	7
unassigned_transcript_585	MM_RS02875	7	11	11	4	6	8	3	13
unassigned_transcript_586	MM_RS19550	1	2	0	3	1	2	2	2
unassigned_transcript_587	MM_RS02880	510	919.019	721	333	123	276	171	171
unassigned_transcript_588	MM_RS02885	135	218	79	40	37	72	21	27
unassigned_transcript_589	MM_RS02890	99.428	109	81	25	74	78	24	32
unassigned_transcript_590	MM_RS02900	175	291	111	60.013	26	51	7	18
unassigned_transcript_591	MM_RS02905	41	61	61	23	9	12	15	15
unassigned_transcript_592	MM_RS02910	29	93.986	24	19	5	8	0	5
unassigned_transcript_593	MM_RS02915	49.808	87.927	80.539	33.854	45	70	34	56.916
unassigned_transcript_594	MM_RS02920	314	663	502	156	24	54	15	35
unassigned_transcript_595	MM_RS02925	18	32	54	17	9	18	47	23
unassigned_transcript_596	MM_RS02930	5	4	27	7	0	3	0	1
unassigned_transcript_597	MM_RS02935	184	920	452	684	11	26	11	24
unassigned_transcript_598	MM_RS02940	13	33	58	37	2	15	13	16
unassigned_transcript_599	MM_RS02945	53	97.737	190	56	13	33	67	79
unassigned_transcript_600	MM_RS02950	21.999	38	116	30	10	18	27	30
unassigned_transcript_601	MM_RS02955	59.789	164.044	478	115	9	21	34	27
unassigned_transcript_602	MM_RS02960	27	54.998	396	42	7	7.047	22	20
unassigned_transcript_603	MM_RS02965	73	133.999	356	130	10	15	17	15
unassigned_transcript_604	MM_RS18245	73	129	18	29	161	205	57	47
unassigned_transcript_605	MM_RS02970	192	395.853	238	424	39	52	32	43
unassigned_transcript_606	MM_RS02975	208	493	73	92	30	73	22	25
unassigned_transcript_607	MM_RS02980	0	6	8	3	3	5	5	11
unassigned_transcript_608	MM_RS19085	3	25	16	3	0	2	4	1
unassigned_transcript_609	MM_RS02990	57	240.883	513	67	30	76	56	68
unassigned_transcript_610	MM_RS02995	23	113	211	11	5	18	4	3
unassigned_transcript_611	MM_RS03000	73.061	100.24	91	35	10	24	11	11
unassigned_transcript_612	MM_RS03005	7	11	14	3	4	4	18	5
unassigned_transcript_613	MM_RS03010	100	240.281	308	161	5	22	25	12
unassigned_transcript_614	MM_RS03015	11.07	8.128	117.773	12.106	0	3	7.036	5
unassigned_transcript_615	MM_RS03020	3	26	191.002	5	1	6	22	2
unassigned_transcript_616	MM_RS18995	1.663	38.55	446.919	2	5.674	3.439	57.211	7.579
unassigned_transcript_617	MM_RS03030	32.147	367.691	4967.903	139.632	10.58	66.222	115.045	19.224
unassigned_transcript_618	MM_RS03035	19	30.945	40	8	88	116	43	86
unassigned_transcript_619	MM_RS03040	16	89.681	1062	33	4	11	27	11
unassigned_transcript_620	MM_RS03045	18	36.08	260	33	0	5.898	9	4
unassigned_transcript_621	MM_RS03050	46.05	104	141	33	12	29	9.095	31
unassigned_transcript_622	MM_RS19090	14	14.04	13	4	7	21	16	16
unassigned_transcript_623	MM_RS03055	209.996	207	49	30	23	28	16	16
unassigned_transcript_624	MM_RS03060	257.119	799	629	418	61	180	259	108
unassigned_transcript_625	MM_RS03065	239	523.959	324.091	208	99	353	126	174
unassigned_transcript_626	MM_RS03070	80	181.619	87	50	69	132	56	77
unassigned_transcript_627	MM_RS03075	2700.943	4505	4586.064	3161	434	770	642	682
unassigned_transcript_628	MM_RS03080	1380	2246.761	3928	1288	571	810	810	795
