ORF_ID	ORF_type	transcript_id	transcript_type	gene_id	gene_name	gene_type	chrom	strand	start_codon	coordinate
unassigned_transcript_212_258697_259461_765	annotated	unassigned_transcript_212	assumed_protein_coding	MM_RS01030	MM_RS01030	assumed_protein_coding	NC_003901.1	+	ATG	258697-259461
unassigned_transcript_213_259624_259953_330	annotated	unassigned_transcript_213	assumed_protein_coding	MM_RS01035	MM_RS01035	assumed_protein_coding	NC_003901.1	-	ATG	259624-259953
unassigned_transcript_214_260231_260539_309	annotated	unassigned_transcript_214	assumed_protein_coding	MM_RS01040	MM_RS01040	assumed_protein_coding	NC_003901.1	+	ATG	260231-260539
unassigned_transcript_215_260539_260883_345	annotated	unassigned_transcript_215	assumed_protein_coding	MM_RS01045	MM_RS01045	assumed_protein_coding	NC_003901.1	+	ATG	260539-260883
unassigned_transcript_216_260893_261219_327	annotated	unassigned_transcript_216	assumed_protein_coding	MM_RS01050	MM_RS01050	assumed_protein_coding	NC_003901.1	-	ATG	260893-261219
unassigned_transcript_217_261351_264074_2724	annotated	unassigned_transcript_217	assumed_protein_coding	MM_RS01055	MM_RS01055	assumed_protein_coding	NC_003901.1	+	ATG	261351-264074
unassigned_transcript_218_264153_264371_219	annotated	unassigned_transcript_218	assumed_protein_coding	MM_RS01060	MM_RS01060	assumed_protein_coding	NC_003901.1	+	ATG	264153-264371
unassigned_transcript_219_264383_266008_1626	annotated	unassigned_transcript_219	assumed_protein_coding	MM_RS01065	MM_RS01065	assumed_protein_coding	NC_003901.1	-	ATG	264383-266008
unassigned_transcript_220_266080_266586_507	annotated	unassigned_transcript_220	assumed_protein_coding	MM_RS01070	MM_RS01070	assumed_protein_coding	NC_003901.1	+	ATG	266080-266586
unassigned_transcript_225_273320_274663_1344	annotated	unassigned_transcript_225	assumed_protein_coding	MM_RS01090	MM_RS01090	assumed_protein_coding	NC_003901.1	+	ATG	273320-274663
unassigned_transcript_226_275377_276738_1362	annotated	unassigned_transcript_226	assumed_protein_coding	MM_RS01095	MM_RS01095	assumed_protein_coding	NC_003901.1	-	ATG	275377-276738
unassigned_transcript_227_277049_277177_129	annotated	unassigned_transcript_227	assumed_protein_coding	MM_RS19385	MM_RS19385	assumed_protein_coding	NC_003901.1	-	ATG	277049-277177
unassigned_transcript_228_277460_277795_336	annotated	unassigned_transcript_228	assumed_protein_coding	MM_RS01100	MM_RS01100	assumed_protein_coding	NC_003901.1	+	ATG	277460-277795
unassigned_transcript_229_277773_278141_369	annotated	unassigned_transcript_229	assumed_protein_coding	MM_RS01105	MM_RS01105	assumed_protein_coding	NC_003901.1	+	ATG	277773-278141
unassigned_transcript_230_278175_278378_204	annotated	unassigned_transcript_230	assumed_protein_coding	MM_RS01110	MM_RS01110	assumed_protein_coding	NC_003901.1	-	ATG	278175-278378
unassigned_transcript_231_278848_279864_1017	annotated	unassigned_transcript_231	assumed_protein_coding	MM_RS01115	MM_RS01115	assumed_protein_coding	NC_003901.1	+	ATG	278848-279864
unassigned_transcript_232_280837_281286_450	annotated	unassigned_transcript_232	assumed_protein_coding	MM_RS01120	MM_RS01120	assumed_protein_coding	NC_003901.1	+	ATG	280837-281286
unassigned_transcript_233_281690_281869_180	annotated	unassigned_transcript_233	assumed_protein_coding	MM_RS01125	MM_RS01125	assumed_protein_coding	NC_003901.1	+	ATG	281690-281869
unassigned_transcript_236_282912_283532_621	annotated	unassigned_transcript_236	assumed_protein_coding	MM_RS01135	MM_RS01135	assumed_protein_coding	NC_003901.1	-	ATG	282912-283532
unassigned_transcript_237_283528_283896_369	annotated	unassigned_transcript_237	assumed_protein_coding	MM_RS01140	MM_RS01140	assumed_protein_coding	NC_003901.1	-	ATG	283528-283896
unassigned_transcript_238_284319_284774_456	annotated	unassigned_transcript_238	assumed_protein_coding	MM_RS01145	MM_RS01145	assumed_protein_coding	NC_003901.1	-	ATG	284319-284774
unassigned_transcript_240_286021_288192_2172	annotated	unassigned_transcript_240	assumed_protein_coding	MM_RS01165	MM_RS01165	assumed_protein_coding	NC_003901.1	+	ATG	286021-288192
unassigned_transcript_241_288322_288558_237	annotated	unassigned_transcript_241	assumed_protein_coding	MM_RS01170	MM_RS01170	assumed_protein_coding	NC_003901.1	-	ATG	288322-288558
unassigned_transcript_245_292856_293968_1113	annotated	unassigned_transcript_245	assumed_protein_coding	MM_RS01190	MM_RS01190	assumed_protein_coding	NC_003901.1	-	ATG	292856-293968
unassigned_transcript_246_293968_294783_816	annotated	unassigned_transcript_246	assumed_protein_coding	MM_RS01195	MM_RS01195	assumed_protein_coding	NC_003901.1	-	ATG	293968-294783
unassigned_transcript_247_294836_295441_606	annotated	unassigned_transcript_247	assumed_protein_coding	MM_RS01200	MM_RS01200	assumed_protein_coding	NC_003901.1	-	ATG	294836-295441
unassigned_transcript_248_295624_297885_2262	annotated	unassigned_transcript_248	assumed_protein_coding	MM_RS01205	MM_RS01205	assumed_protein_coding	NC_003901.1	-	ATG	295624-297885
unassigned_transcript_249_298722_299852_1131	annotated	unassigned_transcript_249	assumed_protein_coding	MM_RS01210	MM_RS01210	assumed_protein_coding	NC_003901.1	+	ATG	298722-299852
unassigned_transcript_251_300662_302383_1722	annotated	unassigned_transcript_251	assumed_protein_coding	MM_RS01220	MM_RS01220	assumed_protein_coding	NC_003901.1	-	ATG	300662-302383
unassigned_transcript_253_302791_303570_780	annotated	unassigned_transcript_253	assumed_protein_coding	MM_RS01230	MM_RS01230	assumed_protein_coding	NC_003901.1	-	ATG	302791-303570
unassigned_transcript_254_304128_304814_687	annotated	unassigned_transcript_254	assumed_protein_coding	MM_RS01235	MM_RS01235	assumed_protein_coding	NC_003901.1	-	ATG	304128-304814
unassigned_transcript_255_305497_305703_207	annotated	unassigned_transcript_255	assumed_protein_coding	MM_RS01240	MM_RS01240	assumed_protein_coding	NC_003901.1	+	ATG	305497-305703
unassigned_transcript_257_306104_306661_558	annotated	unassigned_transcript_257	assumed_protein_coding	MM_RS01245	MM_RS01245	assumed_protein_coding	NC_003901.1	+	ATG	306104-306661
unassigned_transcript_259_307255_307464_210	annotated	unassigned_transcript_259	assumed_protein_coding	MM_RS01255	MM_RS01255	assumed_protein_coding	NC_003901.1	-	ATG	307255-307464
unassigned_transcript_260_308205_308390_186	annotated	unassigned_transcript_260	assumed_protein_coding	MM_RS01260	MM_RS01260	assumed_protein_coding	NC_003901.1	-	ATG	308205-308390
unassigned_transcript_261_308476_308700_225	annotated	unassigned_transcript_261	assumed_protein_coding	MM_RS18745	MM_RS18745	assumed_protein_coding	NC_003901.1	-	ATG	308476-308700
unassigned_transcript_262_309343_310389_1047	annotated	unassigned_transcript_262	assumed_protein_coding	MM_RS01270	MM_RS01270	assumed_protein_coding	NC_003901.1	+	ATG	309343-310389
unassigned_transcript_263_311030_311698_669	annotated	unassigned_transcript_263	assumed_protein_coding	MM_RS01275	MM_RS01275	assumed_protein_coding	NC_003901.1	-	ATG	311030-311698
unassigned_transcript_264_312030_312398_369	annotated	unassigned_transcript_264	assumed_protein_coding	MM_RS01280	MM_RS01280	assumed_protein_coding	NC_003901.1	+	ATG	312030-312398
unassigned_transcript_265_312631_313383_753	annotated	unassigned_transcript_265	assumed_protein_coding	MM_RS01285	MM_RS01285	assumed_protein_coding	NC_003901.1	-	ATG	312631-313383
unassigned_transcript_266_313697_317020_3324	annotated	unassigned_transcript_266	assumed_protein_coding	MM_RS01290	MM_RS01290	assumed_protein_coding	NC_003901.1	-	ATG	313697-317020
unassigned_transcript_268_318992_319876_885	annotated	unassigned_transcript_268	assumed_protein_coding	MM_RS01300	MM_RS01300	assumed_protein_coding	NC_003901.1	+	ATG	318992-319876
unassigned_transcript_269_320094_320453_360	annotated	unassigned_transcript_269	assumed_protein_coding	MM_RS01305	MM_RS01305	assumed_protein_coding	NC_003901.1	-	ATG	320094-320453
unassigned_transcript_270_320656_321378_723	annotated	unassigned_transcript_270	assumed_protein_coding	MM_RS01310	MM_RS01310	assumed_protein_coding	NC_003901.1	+	ATG	320656-321378
unassigned_transcript_271_321499_322308_810	annotated	unassigned_transcript_271	assumed_protein_coding	MM_RS01315	MM_RS01315	assumed_protein_coding	NC_003901.1	-	ATG	321499-322308
unassigned_transcript_272_322786_323169_384	annotated	unassigned_transcript_272	assumed_protein_coding	MM_RS01320	MM_RS01320	assumed_protein_coding	NC_003901.1	-	ATG	322786-323169
unassigned_transcript_273_323175_324674_1500	annotated	unassigned_transcript_273	assumed_protein_coding	MM_RS01325	MM_RS01325	assumed_protein_coding	NC_003901.1	-	ATG	323175-324674
unassigned_transcript_274_325004_325456_453	annotated	unassigned_transcript_274	assumed_protein_coding	MM_RS01330	MM_RS01330	assumed_protein_coding	NC_003901.1	+	ATG	325004-325456
unassigned_transcript_275_325486_326625_1140	annotated	unassigned_transcript_275	assumed_protein_coding	MM_RS01335	MM_RS01335	assumed_protein_coding	NC_003901.1	-	ATG	325486-326625
unassigned_transcript_276_326682_327083_402	annotated	unassigned_transcript_276	assumed_protein_coding	MM_RS01340	MM_RS01340	assumed_protein_coding	NC_003901.1	-	ATG	326682-327083
unassigned_transcript_277_327136_327597_462	annotated	unassigned_transcript_277	assumed_protein_coding	MM_RS01345	MM_RS01345	assumed_protein_coding	NC_003901.1	-	ATG	327136-327597
unassigned_transcript_278_327687_328835_1149	annotated	unassigned_transcript_278	assumed_protein_coding	MM_RS01350	MM_RS01350	assumed_protein_coding	NC_003901.1	-	ATG	327687-328835
unassigned_transcript_279_329163_329723_561	annotated	unassigned_transcript_279	assumed_protein_coding	MM_RS01355	MM_RS01355	assumed_protein_coding	NC_003901.1	-	ATG	329163-329723
unassigned_transcript_281_332706_333359_654	annotated	unassigned_transcript_281	assumed_protein_coding	MM_RS01365	MM_RS01365	assumed_protein_coding	NC_003901.1	-	ATG	332706-333359
unassigned_transcript_282_333457_334887_1431	annotated	unassigned_transcript_282	assumed_protein_coding	MM_RS01370	MM_RS01370	assumed_protein_coding	NC_003901.1	-	ATG	333457-334887
unassigned_transcript_286_337565_339379_1815	annotated	unassigned_transcript_286	assumed_protein_coding	MM_RS01400	MM_RS01400	assumed_protein_coding	NC_003901.1	-	ATG	337565-339379
unassigned_transcript_287_339782_340636_855	annotated	unassigned_transcript_287	assumed_protein_coding	MM_RS01405	MM_RS01405	assumed_protein_coding	NC_003901.1	+	ATG	339782-340636
unassigned_transcript_289_341401_342330_930	annotated	unassigned_transcript_289	assumed_protein_coding	MM_RS01415	MM_RS01415	assumed_protein_coding	NC_003901.1	+	ATG	341401-342330
unassigned_transcript_290_342877_343230_354	annotated	unassigned_transcript_290	assumed_protein_coding	MM_RS01420	MM_RS01420	assumed_protein_coding	NC_003901.1	+	ATG	342877-343230
unassigned_transcript_291_343324_344526_1203	annotated	unassigned_transcript_291	assumed_protein_coding	MM_RS17675	MM_RS17675	assumed_protein_coding	NC_003901.1	+	ATG	343324-344526
unassigned_transcript_293_345355_347013_1659	annotated	unassigned_transcript_293	assumed_protein_coding	MM_RS01430	MM_RS01430	assumed_protein_coding	NC_003901.1	-	ATG	345355-347013
unassigned_transcript_294_348419_350182_1764	annotated	unassigned_transcript_294	assumed_protein_coding	MM_RS01435	MM_RS01435	assumed_protein_coding	NC_003901.1	+	ATG	348419-350182
unassigned_transcript_298_353475_353765_291	annotated	unassigned_transcript_298	assumed_protein_coding	MM_RS01455	MM_RS01455	assumed_protein_coding	NC_003901.1	-	ATG	353475-353765
unassigned_transcript_300_357397_358194_798	annotated	unassigned_transcript_300	assumed_protein_coding	MM_RS01465	MM_RS01465	assumed_protein_coding	NC_003901.1	-	ATG	357397-358194
unassigned_transcript_301_358483_358770_288	annotated	unassigned_transcript_301	assumed_protein_coding	MM_RS01470	MM_RS01470	assumed_protein_coding	NC_003901.1	-	ATG	358483-358770
unassigned_transcript_302_359097_359222_126	annotated	unassigned_transcript_302	assumed_protein_coding	MM_RS19390	MM_RS19390	assumed_protein_coding	NC_003901.1	+	ATG	359097-359222
unassigned_transcript_303_359321_359563_243	annotated	unassigned_transcript_303	assumed_protein_coding	MM_RS01475	MM_RS01475	assumed_protein_coding	NC_003901.1	-	ATG	359321-359563
unassigned_transcript_304_360219_360743_525	annotated	unassigned_transcript_304	assumed_protein_coding	MM_RS01480	MM_RS01480	assumed_protein_coding	NC_003901.1	+	ATG	360219-360743
unassigned_transcript_306_361370_361657_288	annotated	unassigned_transcript_306	assumed_protein_coding	MM_RS01490	MM_RS01490	assumed_protein_coding	NC_003901.1	-	ATG	361370-361657
unassigned_transcript_307_361956_362618_663	annotated	unassigned_transcript_307	assumed_protein_coding	MM_RS01500	MM_RS01500	assumed_protein_coding	NC_003901.1	+	ATG	361956-362618
unassigned_transcript_308_362817_365843_3027	annotated	unassigned_transcript_308	assumed_protein_coding	MM_RS01505	MM_RS01505	assumed_protein_coding	NC_003901.1	-	ATG	362817-365843
unassigned_transcript_309_365843_366310_468	annotated	unassigned_transcript_309	assumed_protein_coding	MM_RS01510	MM_RS01510	assumed_protein_coding	NC_003901.1	-	ATG	365843-366310
unassigned_transcript_310_366313_368112_1800	annotated	unassigned_transcript_310	assumed_protein_coding	MM_RS01515	MM_RS01515	assumed_protein_coding	NC_003901.1	-	ATG	366313-368112
unassigned_transcript_311_368118_371927_3810	annotated	unassigned_transcript_311	assumed_protein_coding	MM_RS01520	MM_RS01520	assumed_protein_coding	NC_003901.1	-	ATG	368118-371927
unassigned_transcript_312_372166_372837_672	annotated	unassigned_transcript_312	assumed_protein_coding	MM_RS01525	MM_RS01525	assumed_protein_coding	NC_003901.1	-	ATG	372166-372837
unassigned_transcript_313_372837_373808_972	annotated	unassigned_transcript_313	assumed_protein_coding	MM_RS01530	MM_RS01530	assumed_protein_coding	NC_003901.1	-	ATG	372837-373808
unassigned_transcript_314_374329_377322_2994	annotated	unassigned_transcript_314	assumed_protein_coding	MM_RS01535	MM_RS01535	assumed_protein_coding	NC_003901.1	+	ATG	374329-377322
unassigned_transcript_315_377774_378103_330	annotated	unassigned_transcript_315	assumed_protein_coding	MM_RS01540	MM_RS01540	assumed_protein_coding	NC_003901.1	+	ATG	377774-378103
unassigned_transcript_316_378214_378543_330	annotated	unassigned_transcript_316	assumed_protein_coding	MM_RS01545	MM_RS01545	assumed_protein_coding	NC_003901.1	+	ATG	378214-378543
unassigned_transcript_317_378966_380180_1215	annotated	unassigned_transcript_317	assumed_protein_coding	MM_RS01550	MM_RS01550	assumed_protein_coding	NC_003901.1	+	ATG	378966-380180
unassigned_transcript_318_380475_383372_2898	annotated	unassigned_transcript_318	assumed_protein_coding	MM_RS01555	MM_RS01555	assumed_protein_coding	NC_003901.1	+	ATG	380475-383372
unassigned_transcript_319_383736_384641_906	annotated	unassigned_transcript_319	assumed_protein_coding	MM_RS01560	MM_RS01560	assumed_protein_coding	NC_003901.1	-	ATG	383736-384641
unassigned_transcript_320_384741_385388_648	annotated	unassigned_transcript_320	assumed_protein_coding	MM_RS01565	MM_RS01565	assumed_protein_coding	NC_003901.1	-	ATG	384741-385388
unassigned_transcript_322_386031_386525_495	annotated	unassigned_transcript_322	assumed_protein_coding	MM_RS01570	MM_RS01570	assumed_protein_coding	NC_003901.1	+	ATG	386031-386525
unassigned_transcript_323_386961_387995_1035	annotated	unassigned_transcript_323	assumed_protein_coding	MM_RS01575	MM_RS01575	assumed_protein_coding	NC_003901.1	+	ATG	386961-387995
unassigned_transcript_324_388062_388580_519	annotated	unassigned_transcript_324	assumed_protein_coding	MM_RS01580	MM_RS01580	assumed_protein_coding	NC_003901.1	+	ATG	388062-388580
unassigned_transcript_325_388583_389368_786	annotated	unassigned_transcript_325	assumed_protein_coding	MM_RS01585	MM_RS01585	assumed_protein_coding	NC_003901.1	+	ATG	388583-389368
unassigned_transcript_326_389639_390184_546	annotated	unassigned_transcript_326	assumed_protein_coding	MM_RS01590	MM_RS01590	assumed_protein_coding	NC_003901.1	+	ATG	389639-390184
unassigned_transcript_328_390890_391456_567	annotated	unassigned_transcript_328	assumed_protein_coding	MM_RS01600	MM_RS01600	assumed_protein_coding	NC_003901.1	-	ATG	390890-391456
unassigned_transcript_329_391460_392722_1263	annotated	unassigned_transcript_329	assumed_protein_coding	MM_RS01605	MM_RS01605	assumed_protein_coding	NC_003901.1	-	ATG	391460-392722
unassigned_transcript_330_393474_395309_1836	annotated	unassigned_transcript_330	assumed_protein_coding	MM_RS01610	MM_RS01610	assumed_protein_coding	NC_003901.1	-	ATG	393474-395309
unassigned_transcript_331_395577_396194_618	annotated	unassigned_transcript_331	assumed_protein_coding	MM_RS01615	MM_RS01615	assumed_protein_coding	NC_003901.1	-	ATG	395577-396194
unassigned_transcript_332_396188_396847_660	annotated	unassigned_transcript_332	assumed_protein_coding	MM_RS01620	MM_RS01620	assumed_protein_coding	NC_003901.1	-	ATG	396188-396847
unassigned_transcript_333_396922_397062_141	annotated	unassigned_transcript_333	assumed_protein_coding	MM_RS18765	MM_RS18765	assumed_protein_coding	NC_003901.1	+	ATG	396922-397062
unassigned_transcript_334_397086_398207_1122	annotated	unassigned_transcript_334	assumed_protein_coding	MM_RS01625	MM_RS01625	assumed_protein_coding	NC_003901.1	-	ATG	397086-398207
unassigned_transcript_335_398235_399152_918	annotated	unassigned_transcript_335	assumed_protein_coding	MM_RS01630	MM_RS01630	assumed_protein_coding	NC_003901.1	-	ATG	398235-399152
unassigned_transcript_336_399691_400905_1215	annotated	unassigned_transcript_336	assumed_protein_coding	MM_RS01635	MM_RS01635	assumed_protein_coding	NC_003901.1	+	ATG	399691-400905
unassigned_transcript_337_400931_402784_1854	annotated	unassigned_transcript_337	assumed_protein_coding	MM_RS01640	MM_RS01640	assumed_protein_coding	NC_003901.1	+	ATG	400931-402784
unassigned_transcript_338_402873_404174_1302	annotated	unassigned_transcript_338	assumed_protein_coding	MM_RS01645	MM_RS01645	assumed_protein_coding	NC_003901.1	+	ATG	402873-404174
